record_id,atm_id,date,city,location_type,day_of_week,month,is_weekend,is_holiday,festival,temperature,transaction_count,average_withdrawal,withdrawal_amount,deposit_amount,opening_cash,cash_remaining,cash_out,replenishment_required,next_day_cash_requirement
11023,ATM009,2024-01-01,Delhi,Residential,Monday,1,0,0,None,36.59,99,3477.0,344223.0,43859.87,2500000,2199636.87,0,0,351591.72
11024,ATM037,2025-10-13,Jaipur,College,Monday,10,0,0,None,36.64,157,1976.0,408381.73,24066.08,3000000,2615684.35,0,0,385281.69
11025,ATM040,2025-01-24,Jaipur,Bus Stand,Friday,1,0,0,None,31.29,248,4485.0,1112280.0,131934.41,1500000,519654.41,0,0,1102252.66
11026,ATM010,2024-10-14,Chennai,Bus Stand,Monday,10,0,0,None,37.86,128,2347.0,370338.06,20997.11,1500000,1150659.05,0,0,317756.43
11027,ATM038,2024-05-31,Kolkata,Residential,Friday,5,0,0,Holi,26.79,362,3464.0,1253968.0,55306.92,2000000,801338.92,0,0,1391031.49
11028,ATM036,2025-11-21,Pune,Market,Friday,11,0,0,None,27.99,187,3079.0,649905.71,101640.45,1500000,951734.74,0,0,755193.41
11029,ATM024,2025-08-26,Mumbai,Mall,Tuesday,8,0,0,Eid,39.16,480,2210.0,1060800.0,115868.18,3000000,2055068.18,0,0,1149157.78
11030,ATM011,2025-05-25,Chennai,Market,Sunday,5,1,0,None,28.28,206,5083.0,1047098.0,94408.53,1500000,547310.53,0,0,1048253.91
11031,ATM025,2025-11-09,Jaipur,Hospital,Sunday,11,1,0,None,19.26,189,3192.0,757468.99,129627.04,3000000,2372158.05,0,0,743016.71
11032,ATM017,2024-02-25,Mumbai,Mall,Sunday,2,1,0,None,17.66,293,2392.0,700856.0,113980.95,2000000,1413124.95,0,0,884560.59
11033,ATM014,2024-01-13,Pune,College,Saturday,1,1,0,None,22.12,170,5209.0,885530.0,68880.3,1000000,183350.3,0,1,925412.62
11034,ATM032,2025-05-19,Pune,College,Monday,5,0,0,Diwali,40.31,266,1896.0,504336.0,67197.95,1000000,562861.95,0,0,601800.87
11035,ATM023,2025-09-25,Delhi,Market,Thursday,9,0,1,None,27.74,286,2783.0,795938.0,51045.3,2500000,1755107.3,0,0,1033334.01
11036,ATM020,2025-08-18,Bengaluru,Business Area,Monday,8,0,0,Diwali,24.19,361,4890.0,1765290.0,312907.09,2500000,1047617.09,0,0,2075365.26
11037,ATM032,2024-03-19,Jaipur,Bus Stand,Tuesday,3,0,0,None,25.35,123,6213.0,764199.0,123663.4,1000000,359464.4,0,1,729013.03
11038,ATM014,2025-03-10,Jaipur,Hospital,Monday,3,0,0,None,16.54,101,5192.0,524392.0,82050.02,2500000,2057658.02,0,0,564505.58
11039,ATM034,2025-04-20,Pune,Railway Station,Sunday,4,1,0,None,25.83,228,4044.0,922032.0,43952.76,1500000,621920.76,0,0,951390.31
11040,ATM017,2025-10-26,Kolkata,Railway Station,Sunday,10,1,0,None,37.15,292,5361.0,1850804.67,274480.84,1500000,0.0,1,1,1819598.64
11041,ATM040,2024-06-30,Chennai,Business Area,Sunday,6,1,0,None,24.91,397,5140.0,2040580.0,356061.73,3000000,1315481.73,0,0,2216290.34
11042,ATM021,2025-06-21,Jaipur,Market,Saturday,6,1,0,None,26.7,310,3403.0,1054930.0,57720.84,1500000,502790.84,0,0,1258412.31
11043,ATM032,2025-12-28,Kolkata,College,Sunday,12,1,0,None,37.79,239,5249.0,1501070.13,70659.35,2500000,1069589.22,0,0,1878576.67
11044,ATM005,2025-09-21,Bengaluru,Mall,Sunday,9,1,0,Holi,30.36,478,2553.0,1220334.0,192037.36,1000000,0.0,1,1,1849309.34
11045,ATM022,2025-12-30,Jaipur,Residential,Tuesday,12,0,0,None,28.6,212,5678.0,1592108.5,225925.24,1500000,133816.74,0,1,1732671.72
11046,ATM015,2025-04-03,Kolkata,Business Area,Thursday,4,0,0,None,35.24,300,2389.0,716700.0,77987.01,1000000,361287.01,0,1,779378.19
11047,ATM001,2025-11-13,Kolkata,Business Area,Thursday,11,0,0,None,40.85,187,3318.0,810703.5,112820.98,1500000,802117.48,0,0,794521.13
11048,ATM021,2024-08-18,Hyderabad,Residential,Sunday,8,1,0,None,36.14,160,5029.0,804640.0,95420.53,1000000,290780.53,0,1,754807.64
11049,ATM017,2024-01-13,Bengaluru,College,Saturday,1,1,0,None,18.77,123,4417.0,543291.0,53936.96,2000000,1510645.96,0,0,592418.48
11050,ATM019,2025-10-09,Mumbai,Residential,Thursday,10,0,0,None,40.35,181,2282.0,499528.73,87467.63,2500000,2087938.9,0,0,571466.37
11051,ATM005,2025-03-27,Hyderabad,College,Thursday,3,0,0,None,39.63,149,6430.0,958070.0,58651.37,2000000,1100581.37,0,0,910585.24
11052,ATM030,2025-05-03,Bengaluru,Bus Stand,Saturday,5,1,0,None,,204,3600.0,734400.0,78997.75,2000000,1344597.75,0,0,940642.33
11053,ATM009,2024-08-24,Delhi,Hospital,Saturday,8,1,0,None,36.42,260,5642.0,1466920.0,121436.69,2500000,1154516.69,0,0,1717600.83
11054,ATM016,2025-03-19,Bengaluru,Bus Stand,Wednesday,3,0,0,None,18.61,210,5544.0,1164240.0,47837.42,2000000,883597.42,0,0,1317736.61
11055,ATM003,2024-08-12,Chennai,College,Monday,8,0,0,None,31.52,219,2665.0,583635.0,74978.6,3000000,2491343.6,0,0,548079.46
11056,ATM031,2025-01-10,Kolkata,Business Area,Friday,1,0,0,Eid,17.93,450,4585.0,2063250.0,334961.94,1000000,0.0,1,1,2846410.61
11057,ATM039,2025-09-12,Bengaluru,College,Friday,9,0,0,None,30.2,141,3597.0,507177.0,47934.9,3000000,2540757.9,0,0,578724.25
11058,ATM019,2025-07-28,Kolkata,Mall,Monday,7,0,1,Christmas,34.73,383,3023.0,1157809.0,114725.36,1500000,456916.36,0,1,1596027.4
11059,ATM001,2024-05-19,Jaipur,Business Area,Sunday,5,1,0,None,20.07,297,3078.0,914166.0,109680.42,3000000,2195514.42,0,0,1027093.32
11060,ATM008,2025-03-09,Mumbai,Market,Sunday,3,1,1,None,24.62,268,5479.0,1468372.0,,3000000,1790405.89,0,0,2126446.95
11061,ATM018,2024-08-19,Delhi,Mall,Monday,8,0,0,None,41.34,222,2346.0,520812.0,55491.22,3000000,2534679.22,0,0,578585.55
11062,ATM010,2024-03-02,Delhi,Market,Saturday,3,1,1,None,34.87,460,5384.0,2476640.0,344622.29,3000000,867982.29,0,0,3496746.59
11063,ATM002,2024-06-27,Pune,Railway Station,Thursday,6,0,0,None,24.34,245,2107.0,516215.0,51126.35,2000000,1534911.35,0,0,447981.39
11064,ATM014,2025-08-15,Pune,Railway Station,Friday,8,0,0,Christmas,32.78,436,3682.0,1605352.0,179728.01,2500000,1074376.01,0,0,1827626.69
11065,ATM029,2024-08-14,Pune,Railway Station,Wednesday,8,0,0,None,26.32,324,1511.0,489564.0,48404.13,2000000,1558840.13,0,0,441571.51
11066,ATM017,2025-10-11,Delhi,Hospital,Saturday,10,1,0,None,38.67,148,6127.0,1133493.22,50446.07,2000000,916952.85,0,0,1139567.44
11067,ATM015,2024-08-15,Hyderabad,Bus Stand,Thursday,8,0,0,None,27.98,108,3505.0,378540.0,65333.77,3000000,2686793.77,0,0,405285.84
11068,ATM017,2024-04-01,Jaipur,Business Area,Monday,4,0,0,None,22.19,223,3758.0,838034.0,47734.25,3000000,2209700.25,0,0,947484.01
11069,ATM031,2024-09-05,Bengaluru,Bus Stand,Thursday,9,0,0,None,29.26,194,4133.0,801802.0,48716.36,1500000,746914.36,0,0,689351.12
11070,ATM004,2024-01-11,Jaipur,Mall,Thursday,1,0,0,Holi,31.54,437,3914.0,1710418.0,174492.22,3000000,1464074.22,0,0,2157350.19
11071,ATM024,2024-02-02,Jaipur,Business Area,Friday,2,0,0,None,20.13,287,2619.0,751653.0,99602.7,1000000,347949.7,0,1,856636.64
11072,ATM011,2025-05-19,Chennai,Business Area,Monday,5,0,0,None,16.37,310,3841.0,1190710.0,39453.11,2000000,848743.11,0,0,1405170.95
11073,ATM017,2024-12-31,Kolkata,Railway Station,Tuesday,12,0,1,None,27.22,234,2578.0,684759.1,105479.0,3000000,2420719.9,0,0,815551.93
11074,ATM006,2024-06-10,Jaipur,Residential,Monday,6,0,0,None,38.01,175,3497.0,611975.0,48693.62,2500000,1936718.62,0,0,579748.03
11075,ATM035,2024-11-11,Jaipur,Market,Monday,11,0,0,None,35.81,369,2624.0,1087128.65,139301.53,2500000,1552172.88,0,0,1084439.45
11076,ATM012,2025-11-07,Jaipur,Mall,Friday,11,0,0,None,24.76,231,2109.0,614946.8,107804.78,1500000,992857.98,0,0,696783.03
11077,ATM032,2024-03-06,Delhi,Business Area,Wednesday,3,0,1,None,16.59,324,3852.0,1248048.0,108690.38,1500000,360642.38,0,1,1574645.42
11078,ATM007,2025-11-08,Mumbai,Mall,Saturday,11,1,1,None,29.89,525,2359.0,1554371.14,276283.73,1000000,0.0,1,1,1950757.81
11079,ATM021,2024-01-20,Mumbai,Market,Saturday,1,1,0,None,19.47,358,3185.0,1140230.0,138212.55,2000000,997982.55,0,0,1233171.27
11080,ATM023,2024-02-20,Jaipur,Market,Tuesday,2,0,0,None,27.29,318,4024.0,1279632.0,166787.92,2000000,887155.92,0,0,1220669.94
11081,ATM001,2024-04-20,Jaipur,Market,Saturday,4,1,0,None,35.68,386,4189.0,1616954.0,267681.61,1500000,150727.61,0,1,1663240.27
11082,ATM040,2024-11-13,Pune,Hospital,Wednesday,11,0,0,None,41.57,193,4826.0,1249809.07,86492.83,1000000,0.0,1,1,1396764.35
11083,ATM015,2024-02-03,Jaipur,Railway Station,Saturday,2,1,0,Eid,25.23,453,5451.0,2469303.0,325808.6,3000000,856505.6,0,0,2958843.96
11084,ATM022,2024-11-08,Hyderabad,Residential,Friday,11,0,0,None,41.03,117,4483.0,623507.11,95477.14,1500000,971970.03,0,0,605407.68
11085,ATM021,2024-12-30,Bengaluru,Bus Stand,Monday,12,0,0,None,20.81,172,2929.0,653597.83,107250.13,2500000,1953652.3,0,0,702423.94
11086,ATM016,2024-09-01,Jaipur,Railway Station,Sunday,9,1,0,None,20.2,382,2669.0,1019558.0,43472.22,1000000,23914.22,1,1,1066380.3
11087,ATM027,2025-09-08,Mumbai,College,Monday,9,0,0,None,20.51,146,3664.0,534944.0,77923.95,2000000,1542979.95,0,0,540047.55
11088,ATM016,2024-07-23,Jaipur,Railway Station,Tuesday,7,0,0,None,15.36,187,2607.0,487509.0,38244.33,1500000,1050735.33,0,0,466052.82
11089,ATM005,2024-08-31,Kolkata,Market,Saturday,8,1,0,None,32.73,324,6044.0,1958256.0,283125.43,1500000,0.0,1,1,2100181.34
11090,ATM013,2024-05-30,Bengaluru,Market,Thursday,5,0,0,None,41.55,183,5322.0,973926.0,164426.87,1000000,190500.87,0,1,1055494.24
11091,ATM002,2025-04-14,Mumbai,Residential,Monday,4,0,1,None,36.27,150,1727.0,259050.0,36316.93,2000000,1777266.93,0,0,302970.56
11092,ATM031,2024-01-13,Bengaluru,College,Saturday,1,1,0,None,19.29,143,2272.0,324896.0,52004.83,3000000,2727108.83,0,0,321126.1
11093,ATM006,2024-10-10,Pune,College,Thursday,10,0,0,None,37.32,215,2976.0,770443.02,41444.8,3000000,2271001.78,0,0,728828.19
11094,ATM029,2024-01-19,Chennai,Mall,Friday,1,0,0,None,21.29,380,2648.0,1006240.0,126002.37,3000000,2119762.37,0,0,901237.18
11095,ATM002,2025-08-24,Kolkata,Mall,Sunday,8,1,1,None,41.44,328,3650.0,1197200.0,188004.63,1000000,0.0,1,1,1354230.58
11096,ATM019,2024-10-11,Delhi,Bus Stand,Friday,10,0,0,None,31.24,177,3114.0,641632.89,88210.45,2500000,1946577.56,0,0,677515.41
11097,ATM036,2025-03-06,Pune,Business Area,Thursday,3,0,0,None,26.69,238,4519.0,1075522.0,60877.57,1000000,0.0,1,1,1167905.73
11098,ATM021,2025-03-28,Hyderabad,Mall,Friday,3,0,0,None,40.04,209,5170.0,1080530.0,97172.3,2500000,1516642.3,0,0,944246.45
11099,ATM014,2025-09-16,Mumbai,College,Tuesday,9,0,0,None,30.46,244,5474.0,1335656.0,116892.09,1500000,281236.09,0,1,1505505.68
11100,ATM017,2025-01-19,Chennai,Residential,Sunday,1,1,0,None,41.52,229,5268.0,1206372.0,189963.91,1500000,483591.91,0,1,1380720.88
11101,ATM027,2025-11-28,Hyderabad,Residential,Friday,11,0,0,None,39.18,134,1554.0,280401.14,35493.02,3000000,2755091.88,0,0,272163.49
11102,ATM002,2025-01-19,Jaipur,Hospital,Sunday,1,1,0,None,32.5,251,2082.0,522582.0,22174.49,1000000,499592.49,0,1,518526.73
11103,ATM013,2025-04-14,Hyderabad,Railway Station,Monday,4,0,0,None,,294,3594.0,1056636.0,112897.96,1000000,56261.96,0,1,966301.31
11104,ATM007,2024-01-08,Jaipur,Business Area,Monday,1,0,0,None,15.05,288,5884.0,1694592.0,211506.39,2000000,516914.39,0,0,1806924.35
11105,ATM028,2025-11-12,Pune,Railway Station,Wednesday,11,0,0,None,21.68,249,5528.0,1607777.29,194868.82,3000000,1587091.53,0,0,1433704.78
11106,ATM037,2024-07-18,Delhi,Railway Station,Thursday,7,0,0,None,17.48,302,2580.0,779160.0,63143.26,1000000,283983.26,0,1,898850.92
11107,ATM017,2024-06-01,Chennai,Railway Station,Saturday,6,1,0,None,18.03,246,2946.0,724716.0,52022.12,1000000,327306.12,0,1,872278.35
11108,ATM006,2024-11-28,Delhi,Business Area,Thursday,11,0,0,Eid,20.05,454,3963.0,2321520.51,225715.16,3000000,904194.65,0,0,3059831.28
11109,ATM020,2024-03-14,Delhi,Business Area,Thursday,3,0,0,None,28.32,274,6370.0,1745380.0,248754.93,1000000,0.0,1,1,1624888.87
11110,ATM026,2025-11-02,Pune,Residential,Sunday,11,1,0,Eid,27.56,434,2473.0,1227051.91,178050.03,2500000,1450998.12,0,0,1586921.18
11111,ATM039,2025-09-04,Bengaluru,Hospital,Thursday,9,0,0,None,31.77,240,2153.0,516720.0,92227.59,1000000,575507.59,0,0,534073.81
11112,ATM029,2025-01-31,Pune,College,Friday,1,0,0,None,33.15,159,5635.0,895965.0,80332.22,1500000,684367.22,0,0,952637.59
11113,ATM034,2024-03-08,Mumbai,College,Friday,3,0,0,None,41.42,220,2948.0,648560.0,56696.92,3000000,2408136.92,0,0,583776.57
11114,ATM014,2025-09-07,Chennai,College,Sunday,9,1,0,None,30.91,124,6339.0,786036.0,107751.79,1000000,321715.79,0,1,877375.18
11115,ATM031,2025-05-18,Jaipur,College,Sunday,5,1,0,None,23.72,249,3365.0,837885.0,108947.23,2500000,1771062.23,0,0,1080548.48
11116,ATM033,2024-08-17,Chennai,Market,Saturday,8,1,0,None,39.46,339,4440.0,1505160.0,96385.71,3000000,1591225.71,0,0,1744135.01
11117,ATM007,2024-03-03,Mumbai,Business Area,Sunday,3,1,0,Holi,32.51,434,5505.0,2389170.0,144128.58,3000000,754958.58,0,0,3350077.42
11118,ATM038,2024-08-24,Delhi,Hospital,Saturday,8,1,0,None,,219,2012.0,440628.0,70451.48,1500000,1129823.48,0,0,487252.46
11119,ATM033,2025-10-11,Mumbai,College,Saturday,10,1,0,Holi,32.77,318,2010.0,793655.26,120677.1,3000000,2327021.84,0,0,1173623.6
11120,ATM022,2025-10-09,Bengaluru,Market,Thursday,10,0,0,None,20.02,287,2940.0,969710.07,112626.17,2500000,1642916.1,0,0,861219.56
11121,ATM021,2024-03-26,Delhi,Railway Station,Tuesday,3,0,0,None,16.97,353,1712.0,604336.0,67299.37,1000000,462963.37,0,1,670014.37
11122,ATM039,2024-02-23,Jaipur,Business Area,Friday,2,0,1,None,27.38,458,4071.0,1864518.0,207084.53,2500000,842566.53,0,0,2254286.53
11123,ATM005,2025-01-18,Hyderabad,College,Saturday,1,1,0,None,24.57,219,4160.0,911040.0,70129.17,1000000,159089.17,0,1,867374.42
11124,ATM030,2025-03-18,Kolkata,Business Area,Tuesday,3,0,0,None,28.76,285,6447.0,1837395.0,161823.46,3000000,1324428.46,0,0,1934812.41
11125,ATM038,2025-10-11,Chennai,Residential,Saturday,10,1,0,None,28.8,174,5265.0,1198414.4,191588.22,3000000,1993173.82,0,0,1474583.19
11126,ATM018,2025-01-26,Hyderabad,Railway Station,Sunday,1,1,1,None,32.95,408,2150.0,877200.0,122837.08,3000000,2245637.08,0,0,999346.84
11127,ATM022,2025-03-19,Jaipur,Residential,Wednesday,3,0,0,None,22.14,203,5272.0,1070216.0,165740.65,3000000,2095524.65,0,0,1064693.98
11128,ATM006,2024-11-17,Mumbai,Railway Station,Sunday,11,1,0,None,40.8,290,3738.0,1416302.88,146452.73,2500000,1230149.85,0,0,1658472.3
11129,ATM023,2024-12-02,Bengaluru,Business Area,Monday,12,0,0,None,37.56,263,5757.0,2009318.89,214930.03,2000000,205611.14,0,1,2309803.28
11130,ATM013,2024-06-01,Pune,Bus Stand,Saturday,6,1,0,None,20.47,178,5530.0,984340.0,42044.54,1500000,557704.54,0,0,1082962.43
11131,ATM039,2024-04-03,Kolkata,Mall,Wednesday,4,0,0,None,33.05,215,4791.0,1030065.0,65621.22,1500000,535556.22,0,0,909990.82
11132,ATM032,2024-03-04,Hyderabad,Hospital,Monday,3,0,0,None,32.42,224,3049.0,682976.0,28897.37,3000000,2345921.37,0,0,595284.55
11133,ATM007,2024-08-12,Chennai,Mall,Monday,8,0,0,None,24.76,250,1698.0,424500.0,39772.72,3000000,2615272.72,0,0,406761.45
11134,ATM035,2024-03-15,Mumbai,Business Area,Friday,3,0,0,None,31.55,345,2562.0,883890.0,31021.35,3000000,2147131.35,0,0,792403.01
11135,ATM032,2025-10-08,Kolkata,Residential,Wednesday,10,0,0,None,16.11,153,4459.0,760204.18,94680.69,3000000,2334476.51,0,0,842103.66
11136,ATM023,2024-07-09,Delhi,Business Area,Tuesday,7,0,1,None,34.62,245,3775.0,924875.0,60187.72,1500000,635312.72,0,0,1238272.25
11137,ATM031,2024-03-02,Kolkata,Mall,Saturday,3,1,0,Eid,30.11,386,6182.0,2386252.0,131489.38,1000000,0.0,1,1,3375040.31
11138,ATM016,2025-05-02,Bengaluru,Market,Friday,5,0,1,None,27.36,366,1807.0,661362.0,85385.0,2500000,1924023.0,0,0,791854.5
11139,ATM005,2025-07-15,Kolkata,Market,Tuesday,7,0,0,Dussehra,34.74,462,3254.0,1503348.0,81377.1,1500000,78029.1,0,1,1631990.75
11140,ATM034,2025-03-14,Chennai,Market,Friday,3,0,0,None,18.02,270,2112.0,570240.0,70903.52,2500000,2000663.52,0,0,580107.65
11141,ATM014,2024-10-02,Hyderabad,College,Wednesday,10,0,0,None,22.35,234,5688.0,1466102.61,66736.48,1500000,100633.87,0,1,1388276.08
11142,ATM001,2025-01-17,Delhi,Bus Stand,Friday,1,0,0,None,39.88,244,3716.0,906704.0,67066.56,1000000,160362.56,0,1,772822.97
11143,ATM022,2024-01-11,Bengaluru,Market,Thursday,1,0,0,None,26.05,360,4609.0,1659240.0,272989.13,2500000,1113749.13,0,0,1626790.36
11144,ATM029,2025-04-17,Pune,Hospital,Thursday,4,0,0,None,15.72,224,1768.0,396032.0,59497.77,1500000,1163465.77,0,0,389809.51
11145,ATM035,2025-11-04,Delhi,Hospital,Tuesday,11,0,0,None,27.8,147,4676.0,804020.9,93289.34,1000000,289268.44,0,1,919036.39
11146,ATM034,2025-05-20,Pune,Hospital,Tuesday,5,0,0,None,27.51,173,5024.0,869152.0,38586.17,3000000,2169434.17,0,0,803216.23
11147,ATM034,2024-09-16,Hyderabad,Residential,Monday,9,0,0,None,21.34,187,4612.0,862444.0,96221.09,2500000,1733777.09,0,0,1006277.28
11148,ATM040,2024-05-02,Mumbai,Hospital,Thursday,5,0,0,None,18.21,247,3895.0,962065.0,94778.39,2000000,1132713.39,0,0,872093.36
11149,ATM004,2024-10-15,Jaipur,Bus Stand,Tuesday,10,0,0,None,34.66,196,1922.0,436454.47,31881.6,2500000,2095427.13,0,0,414028.85
11150,ATM018,2025-06-17,Jaipur,Residential,Tuesday,6,0,0,None,38.3,224,4590.0,1028160.0,73833.89,2500000,1545673.89,0,0,1175993.77
11151,ATM014,2025-02-09,Bengaluru,Residential,Sunday,2,1,0,None,36.6,182,4021.0,731822.0,129359.05,1500000,897537.05,0,0,743579.7
11152,ATM029,2025-01-21,Kolkata,Railway Station,Tuesday,1,0,0,None,24.36,306,5796.0,1773576.0,210598.61,3000000,1437022.61,0,0,1516225.0
11153,ATM010,2025-01-16,Hyderabad,Market,Thursday,1,0,0,None,22.57,289,5496.0,1588344.0,179564.32,3000000,1591220.32,0,0,1781455.32
11154,ATM012,2024-01-06,Jaipur,Residential,Saturday,1,1,0,None,16.15,287,5770.0,1655990.0,216333.08,2500000,1060343.08,0,0,1610658.78
11155,ATM025,2025-05-05,Hyderabad,College,Monday,5,0,1,None,38.94,228,4681.0,1067268.0,71870.7,1000000,4602.7,1,1,1227191.33
11156,ATM017,2024-05-17,Kolkata,Market,Friday,5,0,0,None,34.87,232,5002.0,1160464.0,161755.44,1000000,1291.44,1,1,1088532.78
11157,ATM015,2025-09-07,Jaipur,Hospital,Sunday,9,1,0,None,41.58,204,2864.0,584256.0,75267.56,1000000,491011.56,0,1,625452.11
11158,ATM025,2025-09-28,Jaipur,Hospital,Sunday,9,1,1,None,23.81,280,3364.0,941920.0,142892.77,1000000,200972.77,0,1,986970.63
11159,ATM040,2025-01-11,Kolkata,Mall,Saturday,1,1,0,None,38.29,246,3288.0,808848.0,127388.68,1000000,318540.68,0,1,985172.79
11160,ATM009,2024-01-14,Mumbai,Railway Station,Sunday,1,1,0,None,39.77,336,3774.0,1268064.0,111435.86,2000000,843371.86,0,0,1297096.18
11161,ATM012,2025-03-15,Kolkata,Business Area,Saturday,3,1,0,Dussehra,23.73,460,6148.0,2828080.0,249888.27,3000000,421808.27,0,1,3461863.18
11162,ATM003,2024-03-17,Kolkata,Railway Station,Sunday,3,1,0,None,34.62,328,4678.0,1534384.0,95295.51,3000000,1560911.51,0,0,1695544.62
11163,ATM033,2025-04-13,Chennai,College,Sunday,4,1,0,None,19.35,272,1979.0,538288.0,65323.41,2500000,2027035.41,0,0,657060.47
11164,ATM002,2025-09-16,Delhi,Railway Station,Tuesday,9,0,0,None,25.19,302,3912.0,1181424.0,70447.96,2000000,889023.96,0,0,1333005.87
11165,ATM016,2025-09-13,Jaipur,Hospital,Saturday,9,1,0,Holi,27.06,447,4450.0,1989150.0,222470.11,3000000,1233320.11,0,0,2375506.86
11166,ATM029,2024-06-21,Pune,Mall,Friday,6,0,0,None,38.46,249,6308.0,1570692.0,244643.31,2500000,1173951.31,0,0,1837134.5
11167,ATM007,2024-10-29,Pune,Railway Station,Tuesday,10,0,0,None,27.15,198,3303.0,857754.34,73225.41,2500000,1715471.07,0,0,970357.17
11168,ATM033,2024-05-17,Delhi,Market,Friday,5,0,1,Christmas,29.38,371,5543.0,2056453.0,204539.07,3000000,1148086.07,0,0,2928082.25
11169,ATM007,2025-04-24,Chennai,Business Area,Thursday,4,0,0,None,16.92,205,5867.0,1202735.0,155062.69,3000000,1952327.69,0,0,1065798.82
11170,ATM033,2024-01-07,Delhi,Bus Stand,Sunday,1,1,0,Diwali,25.78,314,6291.0,1975374.0,73583.61,1000000,0.0,1,1,2997183.0
11171,ATM014,2025-03-20,Pune,Bus Stand,Thursday,3,0,0,None,19.9,205,3740.0,766700.0,117019.16,1500000,850319.16,0,0,671701.84
11172,ATM023,2025-10-17,Bengaluru,Hospital,Friday,10,0,0,None,30.61,164,5216.0,975108.51,142766.7,1000000,167658.19,0,1,855760.83
11173,ATM004,2024-06-21,Mumbai,Mall,Friday,6,0,0,None,29.39,189,4128.0,780192.0,57036.41,3000000,2276844.41,0,0,876284.76
11174,ATM014,2025-02-23,Chennai,Market,Sunday,2,1,0,None,40.74,308,4782.0,1472856.0,99680.78,2000000,626824.78,0,0,1693639.74
11175,ATM015,2025-09-06,Hyderabad,Hospital,Saturday,9,1,0,None,28.3,206,3161.0,651166.0,88181.99,2000000,1437015.99,0,0,669536.93
11176,ATM028,2025-06-17,Bengaluru,Bus Stand,Tuesday,6,0,0,Holi,26.29,262,4019.0,1052978.0,80974.07,2000000,1027996.07,0,0,1416585.74
11177,ATM006,2024-11-02,Pune,Hospital,Saturday,11,1,0,Holi,31.28,377,5847.0,2614599.5,448236.74,1500000,0.0,1,1,3672185.79
11178,ATM018,2024-11-01,Mumbai,Hospital,Friday,11,0,0,None,24.23,196,2470.0,544577.21,76479.45,1500000,1031902.24,0,0,546847.03
11179,ATM002,2025-07-04,Pune,Bus Stand,Friday,7,0,0,None,32.53,124,4235.0,525140.0,60652.37,2500000,2035512.37,0,0,601348.61
11180,ATM028,2024-12-10,Delhi,College,Tuesday,12,0,1,None,40.25,348,4109.0,1817435.25,221432.03,1000000,0.0,1,1,2129926.02
11181,ATM017,2025-12-25,Kolkata,Hospital,Thursday,12,0,0,None,28.49,98,6043.0,678731.56,89847.86,1500000,911116.3,0,0,702951.73
11182,ATM015,2025-10-14,Hyderabad,College,Tuesday,10,0,1,None,36.66,155,2177.0,407233.51,28244.83,3000000,2621011.32,0,0,403236.89
11183,ATM027,2024-06-28,Pune,Railway Station,Friday,6,0,0,None,20.95,233,2604.0,606732.0,54839.24,2500000,1948107.24,0,0,686244.54
11184,ATM022,2024-05-31,Kolkata,Railway Station,Friday,5,0,0,None,32.35,267,4002.0,1068534.0,32632.38,1000000,0.0,1,1,1203794.56
11185,ATM032,2024-05-05,Hyderabad,Business Area,Sunday,5,1,0,None,18.92,320,5069.0,1622080.0,66733.81,3000000,1444653.81,0,0,1632671.19
11186,ATM031,2024-11-21,Pune,Bus Stand,Thursday,11,0,0,Holi,18.58,226,2636.0,767209.68,126317.29,3000000,2359107.61,0,0,1084812.6
11187,ATM027,2025-04-01,Kolkata,Residential,Tuesday,4,0,0,Diwali,33.08,394,5145.0,2027130.0,121866.28,2500000,594736.28,0,0,2810994.34
11188,ATM030,2025-08-25,Mumbai,Bus Stand,Monday,8,0,0,None,16.41,124,5085.0,630540.0,66701.18,1000000,436161.18,0,1,544215.77
11189,ATM020,2025-02-14,Jaipur,College,Friday,2,0,0,None,41.1,173,4923.0,851679.0,,1000000,269755.29,0,1,974733.93
11190,ATM023,2024-03-07,Mumbai,Railway Station,Thursday,3,0,0,Holi,18.63,437,2901.0,1267737.0,186782.29,2500000,1419045.29,0,0,1611917.97
11191,ATM010,2024-10-17,Delhi,Residential,Thursday,10,0,0,None,22.05,196,4811.0,1249779.01,86993.62,2500000,1337214.61,0,0,1271221.28
11192,ATM008,2024-04-30,Jaipur,Mall,Tuesday,4,0,0,Christmas,39.09,378,5786.0,2187108.0,102434.59,1000000,0.0,1,1,2731726.82
11193,ATM036,2025-06-05,Jaipur,Residential,Thursday,6,0,0,None,40.74,234,6346.0,1484964.0,68539.01,2500000,1083575.01,0,0,1332540.85
11194,ATM020,2024-08-28,Mumbai,Railway Station,Wednesday,8,0,0,None,28.75,266,2280.0,606480.0,89499.19,2500000,1983019.19,0,0,612736.81
11195,ATM021,2025-12-20,Delhi,Market,Saturday,12,1,1,None,36.35,318,1623.0,692441.85,118844.12,1500000,926402.27,0,0,904865.93
11196,ATM014,2025-09-19,Hyderabad,Bus Stand,Friday,9,0,0,None,20.05,131,5813.0,761503.0,131192.98,3000000,2369689.98,0,0,756754.56
11197,ATM031,2024-04-18,Hyderabad,Hospital,Thursday,4,0,0,None,40.13,165,4011.0,661815.0,110170.44,1000000,448355.44,0,1,713367.62
11198,ATM039,2025-01-21,Jaipur,Residential,Tuesday,1,0,0,None,16.6,223,5830.0,1300090.0,114497.88,1000000,0.0,1,1,1552506.4
